"TORG","GROUP","PRIMARY"
"T1337","UNITED POPULAR ACTION FRONT (FAPU)",0
"T1338","UNIVERSAL LIBERATION FRONT",1
"T1339","USTASHI",1
"T1340","VAR - PALMARES",1
"T1340","PALMARES ARMED REVOLUTIONARY VANGUARD",0
"T1341","VITEK BODEN",1
"T1342","WEST BEIRUT MARTYRS ORGANIZATION",1
"T1343","WHITE LIBERATION ARMY",1
"T1344","WHITE REPUBLICAN ARMY AND WHITE WOLVES",1
"T1345","WITOLD BIALOBOKI",1
"T1346","WORKERS' SELF-DEFENSE MOVEMENT (MAO)",1
"T1347","YOLAINA COMMAND",1
"T1348","YOUNG LORDS",1
"T1349","ZIONIST RESISTANCE FIGHTERS",1
"T1350","CHECHEN REBELS (NON-SPECIFIC)",1
"T1351","CLARA ELIZABETH RAMIREZ URBAN FRONT",1
"T1352","ABU MUS'AB AL-ZARQAWI BATTALION",1
"T1353","AL-AHWAZ ARAB PEOPLE'S DEMOCRATIC FRONT",1
"T1353","AL-AHWAZ ARAB PEOPLE'S DEMOCRATIC FRONT (APDF)",0
"T1353","AL-AHWAZ ARAB POPULAR DEMOCRATIC FRONT",0
"T1353","ARAB PEOPLES DEMOCRATIC FRONT",0
"T1353","ARAB PEOPLE'S DEMOCRATIC FRONT",0
"T1353","DEMOCRATIC POPULAR FRONT FOR THE ARAB PEOPLE OF AHWAZ",0
"T1354","AL BARQ",1
"T1354","AL-BARQ",0
"T1354","AL-BURAQ",0
"T1354","THE LIGHTNING",0
"T1355","AL-FATH AL-MUBIN TROOPS",1
"T1355","AL-FATH AL-MUBIN BRIGADES",0
"T1355","CLEAR VICTORY TROOPS",0
"T1356","AL-FURSAN BRIGADES",1
"T1356","AL FURSAN BRIGADES",0
"T1356","BRIGADE OF KNIGHTS",0
"T1356","KATIBAT AL-FURSAN",0
"T1356","KNIGHTS BRIGADES",0
"T1357","AL-IMAM ALI BRIGADES",1
"T1357","IMAM ALI BRIGADE",0
"T1358","ISLAMBOULI BRIGADES OF AL-QA'IDA",1
"T1358","AL-ISLAMBOULI BRIGADES",0
"T1358","AL-ISLAMBOULI BRIGADES OF AL-QAEDA",0
"T1358","AL-ISLAMBOULI BRIGADES OF AL-QA'IDA",0
"T1358","ISLAMBOULI BRIGADE OF MARTYRS",0
"T1358","ISLAMBOULI BRIGADES OF AL-QAEDA",0
"T1358","PLATOON OF MARYTR KHALED ISLAMBOULI",0
"T1359","AL-MAJD BRIGADES",1
"T1360","AL-QA`IDA IN THE LANDS OF THE ISLAMIC MAGHREB (AQLIM)",1
"T1360","AL-QAEDA COMMITTEE IN THE ISLAMIC MAGHREB",0
"T1360","AL-QAEDA COMMITTEE IN THE ISLAMIC MAGHREB (AQIM)",0
"T1360","AL-QAEDA ORGANIZATION IN THE ISLAMIC MAGHREB",0
"T1361","ANARCHIST COLLECTIVE",1
"T1362","ANSAR AL-DIN",1
"T1363","ANTI-STATE JUSTICE",1
"T1363","ANTIKRATIKI DIKAIOSINI",0
"T1364","ARAB COMMANDO CELLS",1
"T1365","ARMED REVOLUTIONARY ACTION (ARA)",1
"T1365","ACAO REVOLUCIONARIA ARMADA (ARA)",0
"T1366","ARMED YOUTH OF CHERIKHA-YE FADAYEE",1
"T1367","ARMY FOR IRAN'S NATIONAL LIBERATION",1
"T1368","ARMY FOR THE LIBERATION OF KURDISTAN",1
"T1369","AUGUST 23 MOVEMENT",1
"T1370","BANNER OF ISLAM",1
"T1370","LIWA AL-ISLAM",0
"T1371","BATTALION OF THE LOOK-OUT FOR IRAQ",1
"T1371","BRIGADE OF MONITORING FOR IRAQ",0
"T1371","KATIBAT AL RASD MIN AJL AL IRAQ",0
"T1371","KATIBAT AL-RASD MIN AJL AL-IRAQ",0
"T1372","BOLIVARIAN GUERILLA MOVEMENT (MGB)",1
"T1372","MOVIMIENTO GUERRILLERO BOLIVARIANO",0
"T1373","ANSAR AL-TAHWID WAL SUNNA",1
"T1373","AL-TAWHID BRIGADES ORGANIZATION",0
"T1373","ANSAR AL-TAWHID",0
"T1373","ANSAR AL-TAWHID WA AL-SUNNA BRIGADE",0
"T1373","BRIGADE OF ANSAR AL-TAWHID WA-SUNNA",0
"T1373","SUPPORTERS OF MONOTHEISM AND THE PROPHET'S TRADITION",0
"T1373","SUPPORTERS OF THE TAWHID AND SUNNA BRIGADES",0
"T1374","BRIGADES FOR THE DEFENSE OF HOLY SHRINES",1
"T1374","SARAYA AL-DIFA AN AL-ATABAT AL-MUQADDASAH",0
"T1374","SQUADRONS DEFENDING HOLY PLACES",0
"T1375","CANARY ISLANDS INDEPENDENCE MOVEMENT",1
"T1375","MOVEMENT FOR THE INDEPENDENCE AND AUTONOMY OF THE CANARIES ARCHIPELAGO",0
"T1376","CHE GUEVARA GUERILLAS",1
"T1376","CHE GUEVARA ANTI-IMPERIALIST COMMAND",0
"T1376","CHE GUEVARA COMMANDO",0
"T1376","COLONEL DORREGO ANTI-IMPERIALIST COMMAND",0
"T1377","CLANDESTINI RIBELLI",1
"T1377","CLANDESTINE REBELS",0
"T1377","CLANDESTINI REBELLI",0
"T1378","COALITION OF NATIONAL BRIGADES",1
"T1379","COMMANDO OF CROATIAN REVOLUTIONARIES IN EUROPE",1
"T1380","COMMUNIST LIBERATION FACTION",1
"T1381","CORSICAN PATRIOTIC FRONT (FPC)",1
"T1381","FRONTE PATRIOTU CORSU",0
"T1382","MUJAHEDEEN CORPS IN IRAQ",1
"T1382","DEATH SQUAD OF MUJAHIDEEN OF IRAQ",0
"T1382","MUJAHEDEEN OF IRAQ",0
"T1382","THE GROUP OF DEATH",0
"T1383","DECEMBER 20 TORRIJIST PATRIOTIC VANGUARD (VPT-20)",1
"T1383","VANGUARDIA PATRI¢TICA TORRIJERA 20 DICIEMBRE",0
"T1384","DHI QAR ORGANIZATION",1
"T1385","DIMA HALAO DAOGA (DHD)",1
"T1385","DIMA HALAM DAOGA",0
"T1385","DIMA HALAM DAOGA (DHD)",0
"T1385","DIMA HALAM DAOGAH",0
"T1385","DIMA HALAM DAOGAH (DHD)",0
"T1385","DIMA HALAO DAOGA",0
"T1385","DIMA HALAO DAOGAH",0
"T1385","DIMA HALAO DAOGAH (DHD)",0
"T1386","FALLUJAH MUJAHIDEEN",1
"T1387","FEDAYEEN KHALQ (PEOPLE'S COMMANDOS)",1
"T1387","FEDAYEEN KHALQ ORGANIZATION (FKO)",0
"T1387","PEOPLES COMMANDOS",0
"T1387","PEOPLE'S COMMANDOS",0
"T1387","PEOPLE'S FEDAYEEN",0
"T1387","PEOPLE'S FEDAYEEN GUERRILLAS",0
"T1387","PEOPLE'S FEDAYEEN GUERRILLAS ORGANIZATION",0
"T1387","PEOPLE'S FEDAYEEN MOVEMENT",0
"T1388","FEDERATION OF ARMENIAN REVOLUTIONARIES - REVOLUTIONARY MOVEMENT",1
"T1389","FREE GREEKS",1
"T1390","FRONT OF JUSTICE AND REVENGE",1
"T1390","JUSTICE AND REVENGE FRONT",0
"T1390","JUSTICE AND VENGEANCE FRONT",0
"T1391","GREEK ANTI-DICTATORIAL YOUTH (EAN)",1
"T1392","GREEK ANTI-REGIME MOVEMENT LAOS-11",1
"T1393","GREEN BRIGADE OF THE PROPHET",1
"T1393","AL KATIBAT AL KHADRA",0
"T1393","AL-KATIBAT AL-KHADRA",0
"T1393","GREEN BATTALION",0
"T1393","GREEN BRIGADE OF ISLAMIC RESISTANCE",0
"T1393","PROPHETS GREEN BRIGADE",0
"T1393","PROPHET'S GREEN BRIGADE",0
"T1394","GREEN CELLS",1
"T1395","HAWK BRIGADES",1
"T1395","FALCON BRIGADES",0
"T1395","HAWK BRIGADE",0
"T1395","SARAYA AL-SUQUR",0
"T1396","HEZB-E AZADI-YE AFGHANISTAN",1
"T1396","FREEDOM PARY OF AFGHANISTAN",0
"T1397","HOLY JIHAD BRIGADES",1
"T1398","IMAM HUSSEIN BRIGADE",1
"T1398","IMAM HUSSEIN BRIGADES",0
"T1398","QATTA'AB AL-IMAM AL-HUSSEIN",0
"T1399","INGUSH JAMA'AT SHARIAT",1
"T1400","INTERNATIONAL JUSTICE GROUP (GAMA'A AL-ADELA AL-ALAMIYA)",1
"T1400","GAMA'A AL-ADELA AL-ALAMIYA",0
"T1400","GAMA'A AL-ADELA AL-ALAMIYA (INTERNATIONAL JUSTICE GROUP)",0
"T1400","GAMA'A AL-ADELA AL-ALAMIYA/ INTERNATIONAL JUSTICE GROUP",0
"T1400","INTERNATIONAL JUSTICE GROUP",0
"T1400","INTERNATIONAL JUSTICE GROUP (GAMAA AL-ADELA AL-ALAMIYA)",0
"T1401","INTERNATIONAL REVOLUTIONARY STRUGGLE",1
"T1401","TEAM OF INTERNATIONAL REVOLUTIONARY STRUGGLE",0
"T1402","IRAQI LEGITIMATE RESISTANCE",1
"T1403","IRAQI LIBERATION ARMY (ILA)",1
"T1403","IRAQI LIBERATION ARMY",0
"T1403","JAISH AL-TAHRIR AL-IRAQI",0
"T1404","IRRINTZI",1
"T1405","ISLAMIC ACTION ORGANIZATION",1
"T1405","ISLAMIC ACTION ORGANIZATION (IAO)",0
"T1405","ISLAMIC TASK ORGANIZATION",0
"T1406","ISLAMIC AL-WAQQAS BRIGADE",1
"T1406","KATIBAT AL-WAQQAS AL-ISLAMIYA",0
"T1407","ISLAMIC FRONT FOR IRAQI RESISTANCE - SALAH-AL-DIN AL-AYYUBI BRIGADES",1
"T1407","AL-JABHAH AL-ISLAMIYAH AL-MUQAWAMAH AL-IRAQIYAH (JAMI)",0
"T1408","ISLAMIC FRONT FOR THE LIBERATION OF PALESTINE (IFLP)",1
"T1408","AL-JABHAH AL-ISLAMIYAH LITAHRIR FILASTIN",0
"T1409","ISLAMIC LIBERATION ORGANIZATION",1
"T1409","MUNAZZAMAT AL-TAHRIR AL-ISLAMI",0
"T1410","ISLAMIC MOVEMENT OF HOLY WARRIORS",1
"T1411","ISLAMIC RAGE BRIGADE",1
"T1411","BRIGADES OF ISLAMIC ANGER",0
"T1411","ISLAMIC RAGE BATTALION",0
"T1411","SARAYA AL-GHADHAB AL-ISLAMI",0
"T1412","ISLAMIC RENEWAL MOVEMENT",1
"T1413","ISLAMIC SOCIETY",1
"T1414","AL-QAÕIDA ORGANIZATION FOR JIHAD IN SWEDEN",1
"T1414","AL-QAEDA ORGANIZATION FOR JIHAD IN SWEDEN",0
"T1414","AL-QAIDA ORGANIZATION FOR JIHAD IN SWEDEN",0
"T1414","JIHAD IN SWEDEN",0
"T1415","JIHAD PEGAH",1
"T1415","JIHAD BASE",0
"T1416","JORDANIAN REVOLUTIONARY AND MILITARY COMMITTEE (MOUAB)",1
"T1416","JORDANIAN MILITARY AND REVOLUTIONARY COMMITTEE",0
"T1416","MILITARY AND REVOLUTIONARY COMMITTEE OF JORDAN",0
"T1417","KARENNI NATIONAL PROGRESSIVE PARTY",1
"T1417","KARENNI NATIONAL PROGRESSIVE PARTY (KNPP)",0
"T1418","JUNAID JIHADIST BATTALION",1
"T1418","JUNAYD JIHADIST BRIGADES",0
"T1418","KATA'IB AL-JUNAYD AL-JIHADIYAH",0
"T1419","KUKI REVOLUTIONARY ARMY (KRA)",1
"T1419","KUKI REVOLUTIONARY ARMY",0
"T1420","KURDISH DEMOCRATIC PARTY-IRAQ (KDP)",1
"T1420","KURDISH DEMOCRATIC PARTY",0
"T1420","KURDISH DEMOCRATIC PARTY - IRAQ",0
"T1420","KURDISH DEMOCRATIC PARTY - IRAQ (KDP)",0
"T1420","KURDISH DEMOCRATIC PARTY-IRAQ",0
"T1420","KURDISTAN DEMOCRATIC PARTY",0
"T1420","KURDISTAN DEMOCRATIC PARTY (KDP)",0
"T1420","PARTIYA DEMOKRAT A KURDISTAN",0
"T1421","LIBERATION ARMY FIFTH BATTALION",1
"T1422","LIBERATION BATTALION",1
"T1423","MANO BLANCA",1
"T1424","MILITARY WING OF THE GREATER SYRIAN ARMY",1
"T1425","FREE VIETNAM MOVEMENT",1
"T1426","MOVEMENT FOR DEMOCRACY AND DEVELOPMENT (MDD)",1
"T1426","MOUVEMENT POUR LA DEMOCRATIE ET LE DEVELOPPEMENT",0
"T1426","MOVEMENT FOR DEVELOPMENT AND DEMOCRACY",0
"T1427","ARGENTINE NATIONAL ORGANIZATION MOVEMENT (MANO)",1
"T1427","MOVIMIENTO ARMADO NACIONALISTA ORGANIZACION (MANO)",0
"T1428","MUADH IBN JABAL BRIGADE",1
"T1429","MUJAHADI BAYT AL-MAQDIS BRIGADES",1
"T1429","FIGHTERS OF JERUSALEM BRIGADES",0
"T1429","MUJAHEDEEN BRIGADES JERUSALEM BRANCH",0
"T1430","MUJAHEDEEN ARMY",1
"T1430","JAISH AL-MUJAHEDEEN",0
"T1430","JAISH AL-MUJAHIDEEN",0
"T1430","MUJAHIDEEN ARMY",0
"T1430","MUJAHIDEEN ARMY (MA)",0
"T1431","SARAYA USUD AL-TAWHID",1
"T1431","BRIGADES OF THE LIONS OF MONOTHEISM",0
"T1432","NATIONAL LIBERATION UNION",1
"T1432","BUSHNEGRO JUNGLE COMMANDOS",0
"T1433","NATIONAL MOVEMENT FOR THE RESTORATION OF PAKISTANI SOVEREIGNTY",1
"T1433","NATIONAL MOVEMENT FOR THE RESTORATION OF PAKISTANI SOVEREIGNTY AND ARMY OF THE PROPHET",0
"T1434","NINAWA MUJAHIDEEN IN THE CITY OF MOSUL",1
"T1434","MUJAHIDEEN OF NINEVEH",0
"T1435","NOVEMBER 25 ANARCHIST GROUP",1
"T1436","ABU BAKER MARTYR GROUP",1
"T1437","OMAR BIN KHATTAB GROUP",1
"T1437","OMAR BIN AL-KHATTAB BRIGADES",0
"T1438","OMAR TORRIJOS COMMANDO FOR LATIN AMERICAN DIGNITY",1
"T1438","OMAR TORRIJOS ANTI-INTERVENTION COMMAND GROUP",0
"T1439","PALESTINIAN RESISTANCE",1
"T1440","PAN-TURKISH ORGANIZATION",1
"T1441","PARBATYA CHATTAGRAM JANA SANGHATI SAMITY (PCJSS) - BANGLADESH",1
"T1441","CHITTAGONG HILL TRACTS UNITED PEOPLES PARTY",0
"T1441","CHITTAGONG HILL TRACTS UNITED PEOPLE'S PARTY",0
"T1441","PARBATYA CHATTAGRAM JANA SANGHATI SAMITI",0
"T1441","PARBATYA CHATTAGRAM JANA SANGHATI SAMITY",0
"T1441","PARBATYA CHATTAGRAM JANA SANGHATI SAMITY (PCJSS)",0
"T1442","PARTISANS OF HOLY WAR",1
"T1442","ORGANIZATION OF PARTISANS OF ISLAMIC JIHAD",0
"T1443","PARTISANS OF THE SUNNI",1
"T1444","PATRIOTIC RESISTANCE ARMY (ERP)",1
"T1444","EJâRCITO DE RESISTENCIA PATRI¢TICA",0
"T1445","PATRIOTIC UNION OF KURDISTAN (PUK)",1
"T1445","PATRIOTIC UNION OF KURDISTAN",0
"T1445","YAKETI NISHTIMANI KURDISTAN",0
"T1446","PEOPLE'S REVOLUTIONARY PARTY (PRP)",1
"T1446","POPULAR REVOLUTIONARY PARTY (PRP)",0
"T1446","ZAIRE?S PEOPLE?S REVOLUTIONARY PARTY",0
"T1447","PEOPLE'S REVOLUTIONARY PARTY OF KANGLEIPAK (PREPAK)",1
"T1447","PEOPLE'S REVOLUTIONARY PARTY OF KANGLEIPAK",0
"T1447","PREPAK",0
"T1448","PEOPLE'S UNITED LIBERATION FRONT (PULF)",1
"T1448","PEOPLE'S UNITED LIBERATION FRONT",0
"T1448","PULF",0
"T1449","PEOPLE'S VANGUARD ORGANIZATION",1
"T1450","POPULAR REVOLUTIONARY RESISTANCE ORGANIZATION",1
"T1450","REVOLUTIONARY POPULAR RESISTANCE ORGANIZATION",0
"T1451","PUNISHMENT BRIGADE FOR THE AL-JAAFARI GOVERNMENT",1
"T1452","RAUL SENDIC INTERNATIONAL BRIGADE",1
"T1453","LIBERATION WAR VETERANS ASSOCIATION",1
"T1453","LIBERATION WAR VETERANS ASSOC",0
"T1454","REVOLUTIONARY ACTION ORGANIZATION OF THE ARAB RESISTANCE FRONT",1
"T1454","MARTYR SULEIMAN HALABI UNIT",0
"T1455","REVOLUTIONARY MOVEMENT OF OCTOBER 8 (MR-8)",1
"T1455","MOVIMENTO REVOLUCION RIO OITO DE OUTUBRO",0
"T1456","REVOLUTIONARY OUTBURST MOVEMENT",1
"T1456","ARAB REVOLUTIONARY EXPANSION MOVEMENT",0
"T1456","ARAB REVOLUTIONARY SURGE",0
"T1456","HARAKAT AL MADD AL THAWRI AL ARABI",0
"T1456","HARAKAT AL-MADD AL-THAWRI AL-ARABI",0
"T1457","REVOLUTIONARY PEOPLE'S FRONT (RPF)",1
"T1457","REVOLUTIONARY PEOPLEÕS FRONT (RPF)",0
"T1457","REVOLUTIONARY PEOPLES FRONT (RPF)",0
"T1458","ROQUE DALTON COMMANDO",1
"T1459","RUNDA KUMPULAN KECIL (RKK)",1
"T1459","RUNDA KUMPALAN KECIL",0
"T1459","RUNDA KUMPALAN KECIL (RKK)",0
"T1459","RUNDA KUMPULAN KECIL",0
"T1460","SAAD BIN ABI WAQAS BRIGADES",1
"T1460","SAAD BIN ABI WAGAS",0
"T1460","SAAD BIN ABI WAGAS BRIGADES",0
"T1460","SAAD BIN ABI WAQAS",0
"T1460","SA'D IBN ABI-WAQQAS",0
"T1460","SA'D IBN ABI-WAQQAS BRIGADES",0
"T1461","MARTYR SAMI AL-GHUL BRIGADES",1
"T1461","SAMI AL-GHUL BRIGADES",0
"T1462","SECRET ARMY ORGANIZATION",1
"T1463","RODOLFO WALSH NATIONAL COMMAND",1
"T1464","SHAHIN (FALCON)",1
"T1464","FALCON",0
"T1464","SHAHIN",0
"T1465","SHEIKH AHMED YASSIN BRIGADES",1
"T1466","JUND AL-SAHABAH GROUP",1
"T1466","JAMAAT JUND AL-SAHABA",0
"T1466","SOLDIERS OF THE PROPHET'S COMPANIONS",0
"T1467","SOUTHERN SUDAN INDEPENDENCE MOVEMENT (SSIM)",1
"T1467","MOVEMENT OF RIAK MACHAR",0
"T1467","SOUTHERN SUDAN DEFENCE FORCE",0
"T1467","SOUTHERN SUDAN INDEPENDENCE ARMY",0
"T1467","SOUTHERN SUDAN INDEPENDENCE ARMY (SSIA)",0
"T1467","SOUTHERN SUDAN INDEPENDENCE MOVEMENT",0
"T1467","SOUTHERN SUDAN INDEPENDENCE MOVEMENT/ARMY (SSIM/A)",0
"T1467","SUDAN PEOPLES LIBERATION ARMY UNITED (SPLA UNITED)",0
"T1467","SUDAN PEOPLE'S LIBERATION ARMY UNITED (SPLA UNITED)",0
"T1468","SWORDS OF RIGHTEOUSNESS BRIGADES",1
"T1468","SARAYA SUYUF AL-HAQ",0
"T1468","SWORDS OF TRUTH BRIGADES",0
"T1469","SYRIAN MUJAHIDEEN",1
"T1470","TAONG BAYAN AT KAWAL",1
"T1470","CITIZEN AND SOLDIER",0
"T1470","MASSES AND SOLDIERS",0
"T1470","SECRET BAD MEN",0
"T1470","SECRET WARRIORS",0
"T1470","TABAK (MACHETE) GROUP",0
"T1470","THE PEOPLE AND THE SOLDIERS",0
"T1471","THE GROUP FOR THE PROMOTION OF VIRTUE AND THE PREVENTION OF VICE",1
"T1471","GROUP FOR THE PROMOTION OF VIRTUE AND THE PREVENTION OF VICE",0
"T1471","GROUP FOR THE PROPAGATION OF VIRTUE AND THE PREVENTION OF VICE",0
"T1471","KATAIB AL AMR BI AL MARUF WA AL NAHI AN AL MUKAR",0
"T1471","KATAIB AL-AMR BI-AL-MARUF WA-AL-NAHI AN AL-MUKAR",0
"T1471","KATA'IB AL-AMR BI-AL-MA'RUF WA-AL-NAHI AN AL-MUKAR",0
"T1471","PROPAGATION OF VIRTUE PROHIBITION OF VICE BRIGADES",0
"T1471","THE GROUP FOR THE PROPAGATION OF VIRTUE AND THE PREVENTION OF VICE",0
"T1472","THUS FAR AND NO FURTHER",1
"T1473","UNIFIED UNIT OF JIHAD",1
"T1473","UNITED COMPANY OF JIHAD",0
"T1474","UNITED PEOPLE'S DEMOCRATIC FRONT (UPDF) - BANGLADESH",1
"T1474","UNITED PEOPLE'S DEMOCRATIC FRONT (UPDF)",0
"T1475","WORLD ISLAMIC JIHAD GROUP",1
"T1476","WORLD UNITED FORMOSANS FOR INDEPENDENCE",1
"T1476","THE WORLD UNITED FORMOSANS FOR INDEPENDENCE (WUFI)",0
"T1476","WORLD UNITED FORMOSANS FOR INDEPENDENCE (WUFI)",0
"T1477","YANIKIAN COMMANDOS",1
"T1478","FRONT FOR PEACE AND RECONCILIATION (FRP)",1
"T1478","FRONT FOR PEACE AND RECONCILIATION",0
"T1479","AHMADIYA MUSLIM MISSION",1
"T1480","AL-ALI BIN FALAH",1
"T1481","AL-FAHD AL-ASWAD FORCES",1
"T1482","AL-ISLAH",1
"T1483","AL-JIHAD BRIGADES",1
"T1484","GULBUDDIN HEKMATYAR GROUP",1
"T1485","ASIF RAZA COMMANDOS",1
"T1486","AUTONOMOUS REVOLUTIONARY ACTIVITY",1
"T1487","BANGLADESH NATIONALIST PARTY (BNP)",1
"T1487","BANGLADESH NATIONAL PARTY",0
"T1488","BANI HILAL TRIBE",1
"T1489","BLACK LEBANON",1
"T1490","BRIGADES OF THE MUJAHIDEEN IN IRAQ",1
"T1491","CHILEAN COMMITTEE FOR DISARMAMENT AND DENUCLEARIZATION",1
"T1492","CHRISTIANS FOR PEACE AND NATIONAL SALVATION",1
"T1493","CIVILIAN HOME DEFENSE FORCES (CHDF)",1
"T1494","AL-QA'IDA IN SAUDI ARABIA",1
"T1495","COMMUNIST PARTY OF INDIA- MARXIST-LENINIST",1
"T1495","COMMUNIST PARTY OF INDIA-MARXIST-LENINIST-NEW DEMOCRACY (CPI-ML-NEW DEMOCRACY)",0
"T1496","INITIATIVE DE RESISTANCE INTERNATIONALISTE",1
"T1497","CONTINUING STRUGGLE",1
"T1498","COUNCIL OF ORGANIZATIONS FOR THE DEVELOPMENT OF PEOPLE (CODEP)",1
"T1499","DOKU UMAROV",1
"T1500","FREE SALAFI GROUP (GSL)",1
"T1501","GERAKAN MUJAHIDIN PATTANI (GMP)",1
"T1502","JANATANTRIK TERAI MUKTI MORCHA- GOIT (JTMM-G)",1
"T1502","JANATANTRIK TERAI MUKTI MORCHA - GOIT",0
"T1502","JANATANTRIK TERAI MUKTI MORCHA- GOIT",0
"T1502","JANATANTRIK TERAI MUKTI MORCHA-GOIT",0
"T1502","JTMM-G",0
"T1503","JANATANTRIK TERAI MUKTI MORCHA- JWALA SINGH (JTMM-J)",1
"T1503","JANATANTRIK TERAI MUKTI MORCHA - JWALA SINGH",0
"T1503","JANATANTRIK TERAI MUKTI MORCHA- JWALA SINGH",0
"T1503","JANATANTRIK TERAI MUKTI MORCHA-JWALA SINGH",0
"T1503","JTMM-J",0
"T1503","TERAI JANATANTRIK MUKTI MORCHA (JWALA SINGH)",0
"T1503","TERAI JANATANTRIK MUKTI MORCHA JWALA SINGH",0
"T1504","INDEPENDENT KASHMIR",1
"T1505","INDIAN INTELLIGENCE RESEARCH AND ANALYSIS WING (RAW)",1
"T1506","IRAQI NATIONAL RESISTANCE",1
"T1507","ISLAMIC GOLDEN ARMY",1
"T1508","ISLAMIC JIHAD JERUSALEM",1
"T1509","ISLAMIC MOVEMENT OF IRAQI MUJAHIDEEN",1
"T1510","ISLAMIC PARTY OF EGYPT",1
"T1512","ISRAELI ARAB ISLAMIC MOVEMENT",1
"T1513","JANATANTRIK TERAI MUKTI MORCHA (JTMM)",1
"T1513","JANATANTRIK TERAI MUKTI MORCHA",0
"T1513","TERAI DEMOCRATIC LIBERATION FRONT",0
"T1514","JEAY SINDH",1
"T1515","SOUTHEAST STATES ALLIANCE",1
"T1516","KATA'IB AL-KHOUL",1
"T1516","JAMAAT KATAIB AL-KHOUL",0
"T1516","KATAEB AL-GHOUL",0
"T1516","KATAIB AL-KHOUL",0
"T1516","KATAIB AL-KHOUL JAMAAT",0
"T1517","JANATANTRIK TERAI MUKTI MORCHA- BISPHOT SINGH (JTMM-B)",1
"T1517","JANATANTRIK TERAI MUKTI MORCHA - BISPHOT SINGH",0
"T1517","JANATANTRIK TERAI MUKTI MORCHA- BISPHOT SINGH",0
"T1517","JANATANTRIK TERAI MUKTI MORCHA-BISPHOT SINGH",0
"T1517","JTMM-B",0
"T1518","KURDISTAN NATIONAL UNION",1
"T1519","UNITED JANATANTRIK TERAI MUKTI MORCHA (U-JTMM)",1
"T1519","U-JTMM",0
"T1519","UNITED JANATANTRIK TERAI MUKTI MORCHA",0
"T1520","AKHIL TERAI MUKTI MORCHA (ATMM)",1
"T1520","AKHIL TERAI MUKTI MORCHA",0
"T1520","ATMM",0
"T1521","LIBERATING COMMUNIST FACTION",1
"T1522","LIBERATION PARTY",1
"T1523","LIBERIA PEACE COUNCIL",1
"T1523","LIBERIA PEACE COUNCIL (LPC)",0
"T1524","LIONS OF TRUTH BRIGADES",1
"T1525","UP THE IRS, INC.",1
"T1525","UP THE IRS, INC",0
"T1526","MADHESI LIBERATION FRONT",1
"T1526","MADHESHI LIBERATION FRONT",0
"T1526","MADHESHI LIBERATION FRONT (MLF)",0
"T1526","MADHESHI NATIONAL LIBERATION FRONT",0
"T1526","MADHESHI RASTRIYA MUKTI MORCHA",0
"T1527","MARTYRS OF BAALBEK",1
"T1528","JANATANTRIK TERAI MUKTI MORCHA- PRITHVI SINGH (JTMM-P)",1
"T1528","JANATANTRIK TERAI MUKTI MORCHA - PRITHVI SINGH",0
"T1528","JANATANTRIK TERAI MUKTI MORCHA-PRITHVI SINGH",0
"T1528","JTMM-P",0
"T1529","JANATANTRIK TERAI MUKTI MORCHA- RAJAN MUKTI (JTMM-R)",1
"T1529","JANATANTRIK TERAI MUKTI MORCHA - RAJAN MUKTI",0
"T1529","JANATANTRIK TERAI MUKTI MORCHA-RAJAN MUKTI",0
"T1529","JTMM-R",0
"T1530","MOVEMENT OF THE FIFTH REPUBLIC (MVR)",1
"T1531","MOVEMENT OF YOUTHWARD BROTHERS IN WAR OF THE PALESTINIAN PEOPLE",1
"T1532","JANATANTRIK TERAI MUKTI MORCHA- RANBIR SINGH (JTMM-RS)",1
"T1532","JANATANTRIK TERAI MUKTI MORCHA - RANBIR SINGH",0
"T1532","JANATANTRIK TERAI MUKTI MORCHA-RANBIR SINGH",0
"T1532","JTMM-RS",0
"T1533","MUJAHIDEEN IN IRAQ",1
"T1534","MUJAHIDEEN OF THE PEOPLE",1
"T1535","MUJAHIDEEN WITHOUT BORDERS",1
"T1536","NATIONAL ARMED FORCES",1
"T1537","NATIONAL FRONT (GREECE)",1
"T1538","NATIONAL FRONT FOR THE LIBERATION OF EGYPT",1
"T1539","NATIONAL FRONT FOR THE SALVATION OF LIBYA",1
"T1540","FIGHTING FOR FREEDOM COALITION (FFFC-OTTAWA)",1
"T1541","SAMYUKTA JANATANTRIK TERAI MUKTI MORCHA (SJTMM)",1
"T1541","SAMYUKTA JANATANTRIK TERAI MUKTI MORCHA",0
"T1541","SJTMM",0
"T1542","AL-BAKAZIM",1
"T1542","AL BAKAZIM",0
"T1543","JANATANTRIK TERAI MADHESH MUKTI MORCHA (JTMMM)",1
"T1543","JANATANTRIK TERAI MADHESH MUKTI MORCHA",0
"T1543","JTMMM",0
"T1544","NORTHERN LEAGUE",1
"T1544","LEGA NORD",0
"T1545","NORWEGIAN NATIONAL-SOCIALIST (NAZI) FRONT",1
"T1546","CONGOLESE RALLY FOR DEMOCRACY-NATIONAL (RCD-N)",1
"T1546","CONGOLESE RALLY FOR DEMOCRACY-NATIONAL",0
"T1546","RASSEMBLEMENT CONGOLAIS POUR LA DEMOCRATIE-NATIONAL",0
"T1546","RASSEMBLEMENT CONGOLAIS POUR LA DƒMOCRATIE-NATIONAL",0
